Timestamp UTC,Original Timestamp,RayID,IP,Endpoint,User-Agent,CFAction,Country
2024-09-30T14:04:37.378Z,2024-09-30T12:21:16.538Z,8cb0f791fb1a434f,136.0.46.120,"/","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 YaBrowser/22.7.0 Yowser/2.5 Safari/537.36",CHALLENGE,US
2024-09-30T14:04:37.378Z,2024-09-30T12:21:20.974Z,8cb0f7786f2e42a5,136.0.110.177,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 YaBrowser/22.7.0 Yowser/2.5 Safari/537.36",CHALLENGE,US
2024-09-30T14:04:37.378Z,2024-09-30T12:21:23.180Z,8cb0f76eaaddbeb5,147.53.122.237,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 YaBrowser/22.7.0 Yowser/2.5 Safari/537.36",CHALLENGE,US
2024-09-30T14:04:37.378Z,2024-09-30T12:21:30.067Z,8cb0eb8f59974bcd,38.153.191.203,"/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68",CHALLENGE,US
2024-09-30T14:04:37.378Z,2024-09-30T12:21:34.546Z,8cb0ead07b0636a8,23.236.185.79,"/genshin-stella-mod","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68",CHALLENGE,US
2024-09-30T14:04:37.378Z,2024-09-30T12:21:36.768Z,8cb0eacb6fd74bcf,23.229.65.163,"/genshin-stella-mod","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68",CHALLENGE,US
2024-09-30T14:04:37.378Z,2024-09-30T12:21:39.081Z,8cb0eac8eedf4bd8,192.186.161.79,"/genshin-stella-mod","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68",CHALLENGE,US
2024-09-30T14:04:37.378Z,2024-09-30T12:21:41.462Z,8cb0eac66ded4bcf,192.186.161.71,"/genshin-stella-mod","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68",CHALLENGE,US
2024-09-30T14:04:37.378Z,2024-09-30T12:21:43.749Z,8cb0e9cfcdd77740,5.255.118.183,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36",MANAGED_CHALLENGE,T1
2024-09-30T14:04:37.378Z,2024-09-30T12:21:48.228Z,8cb0e9606a30cbda,196.196.164.172,"/","Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,IT
2024-09-30T14:04:37.378Z,2024-09-30T12:22:07.157Z,8cb0d0609b050a55,5.253.18.202,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 YaBrowser/22.7.0 Yowser/2.5 Safari/537.36",CHALLENGE,NL
2024-09-30T14:04:37.378Z,2024-09-30T12:22:13.943Z,8cb0c4cdfb1c0ff1,36.226.208.69,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.5893.860 Safari/537.36",CHALLENGE,TW
2024-09-30T14:04:37.378Z,2024-09-30T12:22:18.487Z,8cb0bd0a6a9a19ad,95.132.78.52,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edge/44.18363.8131",CHALLENGE,UA
2024-09-30T14:04:37.378Z,2024-09-30T12:22:22.986Z,8cb0b34d8e70a947,203.96.177.126,"/","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,AU
2024-09-30T14:04:37.378Z,2024-09-30T12:23:09.896Z,8cb07e955f8d5ae9,196.245.148.51,"/","Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,SK
2024-09-30T14:04:37.378Z,2024-09-30T12:23:50.372Z,8cb03e648bf61109,148.66.6.210,"/genshin-stella-mod/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68",CHALLENGE,HK
2024-09-30T14:04:37.378Z,2024-09-30T12:24:03.992Z,8cb029fbe984a01e,170.199.228.122,"/","Mozilla/5.0 (X11; Linux i686; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,US
2024-09-30T16:05:01.568Z,2024-09-30T14:24:39.295Z,8cb21f030f96cde2,103.124.197.163,"/generated/v1/noip/malicious/AssoEchap/stalkerware-indicators.fork.txt","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.9 Safari/537.36",CHALLENGE,ID
2024-09-30T16:05:01.568Z,2024-09-30T14:24:41.598Z,8cb21d1049de48b0,175.178.196.136,"/xmlrpc.php","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0",BLOCK,CN
2024-09-30T16:05:01.568Z,2024-09-30T14:24:46.073Z,8cb2198e9cec432c,213.108.2.87,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,RU
2024-09-30T16:05:01.568Z,2024-09-30T14:24:48.306Z,8cb2198578470a4c,85.239.36.84,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,RU
2024-09-30T16:05:01.568Z,2024-09-30T14:24:50.555Z,8cb21988ff15238e,193.202.82.252,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,IL
2024-09-30T16:05:01.568Z,2024-09-30T14:24:52.784Z,8cb2198b5aacc31c,77.243.91.214,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,SC
2024-09-30T16:05:01.568Z,2024-09-30T14:24:55.019Z,8cb219848ce98c69,45.80.105.182,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,IL
2024-09-30T16:05:01.568Z,2024-09-30T14:24:57.241Z,8cb219812d4fc296,83.97.117.199,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,US
2024-09-30T16:05:01.569Z,2024-09-30T14:24:59.455Z,8cb2197e6ae843b6,193.203.11.87,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,IL
2024-09-30T16:05:01.569Z,2024-09-30T14:25:04.030Z,8cb210be6908bac3,106.222.213.129,"/","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,IN
2024-09-30T16:05:01.569Z,2024-09-30T14:25:08.466Z,8cb20ee06e090d66,152.58.123.31,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 YaBrowser/22.7.0 Yowser/2.5 Safari/537.36",CHALLENGE,IN
2024-09-30T16:05:01.569Z,2024-09-30T14:25:13.014Z,8cb208078ccb62c5,185.220.101.53,"/generated/127.0.0.1/forks/oisd.nsfw.txt","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",BLOCK,T1
2024-09-30T16:05:01.569Z,2024-09-30T14:25:19.704Z,8cb2061a0f2366e1,185.246.188.74,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,T1
2024-09-30T16:05:01.569Z,2024-09-30T14:25:21.900Z,8cb20615ec2d9298,185.129.62.62,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,T1
2024-09-30T16:05:01.569Z,2024-09-30T14:25:28.567Z,8cb2060b3f807276,185.220.101.151,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,T1
2024-09-30T16:05:01.569Z,2024-09-30T14:25:30.943Z,8cb206061fe70eb0,192.42.116.175,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,T1
2024-09-30T16:05:01.569Z,2024-09-30T14:25:33.204Z,8cb20601dd2f62f2,185.220.101.184,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,T1
2024-09-30T16:05:01.569Z,2024-09-30T14:25:35.421Z,8cb205fcac6a3536,45.141.215.88,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,T1
2024-09-30T16:05:01.569Z,2024-09-30T14:25:39.874Z,8cb202dcfb027c1e,103.197.171.54,"/","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 YaBrowser/22.7.0 Yowser/2.5 Safari/537.36",CHALLENGE,HK
2024-09-30T16:05:01.569Z,2024-09-30T14:25:48.748Z,8cb202ab191e6ae0,149.62.41.207,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 YaBrowser/22.7.0 Yowser/2.5 Safari/537.36",CHALLENGE,AE
2024-09-30T16:05:01.569Z,2024-09-30T14:25:50.981Z,8cb201591a061732,50.117.101.52,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,US
2024-09-30T16:05:01.569Z,2024-09-30T14:25:53.384Z,8cb20137c848cf2b,168.91.47.240,"/","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,US
2024-09-30T16:05:01.569Z,2024-09-30T14:25:55.601Z,8cb2012edd1b48c1,158.62.217.120,"/","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,US
2024-09-30T16:05:01.569Z,2024-09-30T14:25:57.913Z,8cb2012b1c20bebc,158.62.208.138,"/","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,US
2024-09-30T16:05:01.569Z,2024-09-30T14:26:00.354Z,8cb20128dc3c78db,45.39.255.104,"/","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,US
2024-09-30T16:05:01.569Z,2024-09-30T14:26:02.737Z,8cb20121fc77c354,66.84.94.137,"/genshin-stella-mod","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,US
2024-09-30T16:05:01.569Z,2024-09-30T14:26:05.036Z,8cb2011cef0e76c0,147.53.124.252,"/genshin-stella-mod","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,US
2024-09-30T16:05:01.569Z,2024-09-30T14:26:07.252Z,8cb201188cb2891e,147.53.114.74,"/genshin-stella-mod","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,US
2024-09-30T16:05:01.569Z,2024-09-30T14:26:09.514Z,8cb1fee7da2091e1,109.124.228.135,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68",CHALLENGE,RU
2024-09-30T16:05:01.569Z,2024-09-30T14:26:11.793Z,8cb1f036ab566f06,62.210.111.122,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,FR
2024-09-30T16:05:01.569Z,2024-09-30T14:26:14.077Z,8cb1ea255dda7baa,121.139.173.71,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,KR
2024-09-30T16:05:01.569Z,2024-09-30T14:26:18.735Z,8cb1e7bf7d9cb794,154.213.185.165,"/","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68",CHALLENGE,T1
2024-09-30T16:05:01.569Z,2024-09-30T14:26:23.220Z,8cb1e7b61f231c01,104.244.79.44,"/","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68",CHALLENGE,T1
2024-09-30T16:05:01.569Z,2024-09-30T14:26:27.619Z,8cb1e7ab8d6f4c19,192.42.116.198,"/genshin-stella-mod","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68",CHALLENGE,T1
2024-09-30T16:05:01.569Z,2024-09-30T14:26:29.819Z,8cb1e7a3dab58f57,171.25.193.77,"/genshin-stella-mod","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68",CHALLENGE,T1
2024-09-30T16:05:01.569Z,2024-09-30T14:26:32.120Z,8cb1e32468604d6f,210.16.65.233,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 YaBrowser/22.7.0 Yowser/2.5 Safari/537.36",CHALLENGE,SG
2024-09-30T16:05:01.569Z,2024-09-30T14:26:34.361Z,8cb1dd19f8052eb5,168.91.39.181,"/","Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51",CHALLENGE,US
2024-09-30T16:05:01.569Z,2024-09-30T14:26:41.055Z,8cb1dd0b5b453864,198.240.91.222,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51",CHALLENGE,GB
2024-09-30T16:05:01.569Z,2024-09-30T14:26:45.554Z,8cb1dce90c0dcc38,196.196.169.66,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51",CHALLENGE,BE
2024-09-30T16:05:01.569Z,2024-09-30T14:26:47.764Z,8cb1dceb8c88cbd2,158.62.223.194,"/","Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51",CHALLENGE,US
2024-09-30T16:05:01.569Z,2024-09-30T14:26:50.002Z,8cb1dcdfd9a2b80d,196.196.219.43,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51",CHALLENGE,EE
2024-09-30T16:05:01.569Z,2024-09-30T14:26:52.242Z,8cb1dcd5bfc8cbb8,196.196.164.180,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51",CHALLENGE,IT
2024-09-30T16:05:01.569Z,2024-09-30T14:26:54.474Z,8cb1dcb8dd35d7af,168.91.42.108,"/genshin-stella-mod","Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51",CHALLENGE,US
2024-09-30T16:05:01.569Z,2024-09-30T14:26:59.031Z,8cb1d5a88f1c8127,3.144.250.110,"/stella-mod-setup/v8.2.0.0.exe","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",CHALLENGE,US
2024-09-30T16:05:01.569Z,2024-09-30T14:27:01.302Z,8cb1d08e9a854996,103.119.154.218,"/genshin-stella-mod","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68",CHALLENGE,KH
2024-09-30T16:05:01.569Z,2024-09-30T14:27:08.082Z,8cb1c12cd85562f2,185.220.101.48,"/generated/127.0.0.1/forks/oisd.nsfw.txt","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",BLOCK,T1
2024-09-30T16:05:01.569Z,2024-09-30T14:27:10.310Z,8cb1bcc54ca091fc,194.31.73.61,"/","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,DE
2024-09-30T16:05:01.569Z,2024-09-30T14:27:12.519Z,8cb1bcbd4d255d78,194.31.73.54,"/","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,DE
2024-09-30T16:05:01.569Z,2024-09-30T14:27:14.737Z,8cb1bcacfc539a35,194.31.73.224,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,DE
2024-09-30T16:05:01.569Z,2024-09-30T14:27:16.969Z,8cb1bca99a061c85,194.31.73.235,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,DE
2024-09-30T16:05:01.569Z,2024-09-30T14:27:19.185Z,8cb1b76a8e3db0cf,5.188.82.100,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1264.71",CHALLENGE,RU
2024-09-30T16:05:01.569Z,2024-09-30T14:27:21.453Z,8cb1b0e2589f2cde,94.74.64.95,"/","Empty string",BLOCK,MX
2024-09-30T16:05:01.569Z,2024-09-30T14:27:23.780Z,8cb1a1520a552bf0,185.253.160.146,"/","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,AM
2024-09-30T16:05:01.569Z,2024-09-30T14:27:30.617Z,8cb18d387dcbd1b7,154.26.161.117,"/genshin-stella-mod","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,US
2024-09-30T16:05:01.569Z,2024-09-30T14:27:35.069Z,8cb17d6d9c84c916,194.38.20.13,"/sites/all/modules/contrib/civicrm/packages/OpenFlashChart/php-ofc-library/ofc_upload_image.php","ALittle Client",BLOCK,UA
2024-09-30T16:05:01.570Z,2024-09-30T14:27:39.614Z,8cb179a288fc75a3,188.130.142.248,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,RU
2024-09-30T16:05:01.570Z,2024-09-30T14:27:41.857Z,8cb179a01eba7c7c,46.8.22.24,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,RU
2024-09-30T16:05:01.570Z,2024-09-30T14:27:44.094Z,8cb179999a209d30,46.8.10.206,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,RU
2024-09-30T16:05:01.570Z,2024-09-30T14:27:46.334Z,8cb1799babdf9d82,188.130.129.129,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,RU
2024-09-30T16:05:01.570Z,2024-09-30T14:27:48.616Z,8cb179837e28a2b6,188.130.219.173,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,RU
2024-09-30T16:05:01.570Z,2024-09-30T14:27:50.871Z,8cb1797e3c21451a,109.248.143.63,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,RU
2024-09-30T16:05:01.570Z,2024-09-30T14:27:53.101Z,8cb1797919296753,45.147.192.147,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0",CHALLENGE,RU
2024-09-30T16:05:01.570Z,2024-09-30T14:27:55.377Z,8cb1768fca1f948c,121.4.105.222,"/","Mozilla/5.0 (Linux; Android 10; LIO-AN00 Build/HUAWEILIO-AN00; wv) MicroMessenger Weixin QQ AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 XWEB/2692 MMWEBSDK/200901 Mobile Safari/537.36",CHALLENGE,CN
2024-09-30T16:05:01.570Z,2024-09-30T14:28:02.179Z,8cb15e11fa5e8674,158.62.223.200,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,US
2024-09-30T16:05:01.570Z,2024-09-30T14:28:04.399Z,8cb15e0d8d2d7cae,142.252.145.220,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,US
2024-09-30T16:05:01.570Z,2024-09-30T14:28:06.610Z,8cb15e114ff84228,136.0.116.187,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,US
2024-09-30T16:05:01.570Z,2024-09-30T14:28:08.833Z,8cb15df278c5732d,147.53.123.126,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,US
2024-09-30T16:05:01.570Z,2024-09-30T14:28:11.042Z,8cb15de1293c4299,156.248.102.76,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,US
2024-09-30T16:05:01.570Z,2024-09-30T14:28:13.260Z,8cb15ddc4b90c454,172.252.143.98,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,US
2024-09-30T16:05:01.570Z,2024-09-30T14:28:19.975Z,8cb157352c0a215f,165.140.199.144,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51",CHALLENGE,KZ
2024-09-30T16:05:01.570Z,2024-09-30T14:28:22.190Z,8cb157201d6a6e06,38.74.14.107,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51",CHALLENGE,CA
2024-09-30T16:05:01.570Z,2024-09-30T14:28:24.404Z,8cb157147fa4cbd3,43.225.191.24,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51",CHALLENGE,IN
2024-09-30T16:05:01.570Z,2024-09-30T14:28:26.612Z,8cb1570a9f0db8fd,196.242.20.120,"/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51",CHALLENGE,ZA
2024-09-30T16:05:01.570Z,2024-09-30T14:28:28.808Z,8cb156fdab994bc0,192.3.188.246,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51",CHALLENGE,US
2024-09-30T16:05:01.570Z,2024-09-30T14:28:31.015Z,8cb156f4dadfa25d,38.62.231.197,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51",CHALLENGE,CA
2024-09-30T16:05:01.570Z,2024-09-30T14:28:33.246Z,8cb156eaef612fa6,165.140.199.174,"/genshin-stella-mod","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51",CHALLENGE,KZ
2024-09-30T16:05:01.570Z,2024-09-30T14:28:35.448Z,8cb15517aa821ff1,50.6.174.81,"//cms/wp-includes/wlwmanifest.xml","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",BLOCK,US
2024-09-30T16:05:01.570Z,2024-09-30T14:28:37.721Z,8cb152c478a67cf8,121.184.19.115,"/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",CHALLENGE,KR
